State_Name,District_Name,Crop,Year,Area,Production
Rajasthan,Jaipur,Mungbean,2012,10973.4,27811.15
Bihar,Nalanda,Lentil,2022,43909.24,133881.17
West Bengal,Nadia,Jute,2020,39325.0,90920.42
Uttar Pradesh,Kanpur,Rice,2010,4119.95,12018.63
Uttar Pradesh,Agra,Rice,2016,20845.71,82233.46
Andhra Pradesh,Kurnool,Rice,2019,28906.16,63014.71
Haryana,Ambala,Cotton,2011,16767.2,43181.15
Tamil Nadu,Chennai,Rice,2023,19701.68,62475.88
Odisha,Puri,Jute,2016,33913.04,41355.53
Kerala,Thrissur,Rice,2018,32087.9,28872.89
Bihar,Patna,Potato,2013,6400.84,27525.93
Maharashtra,Nashik,Rice,2010,46365.73,95742.24
Karnataka,Belgaum,Coffee,2015,44935.38,158371.59
Gujarat,Junagadh,Onion,2021,46484.63,42520.5
Tamil Nadu,Madurai,Groundnut,2016,16998.16,46878.57
Tamil Nadu,Salem,Banana,2010,26564.31,41549.93
Himachal Pradesh,Kangra,Barley,2021,38968.14,88203.5
Maharashtra,Kolhapur,Wheat,2022,7492.18,22396.7
Maharashtra,Aurangabad,Pomegranate,2010,12425.82,21604.82
Uttar Pradesh,Agra,Lentil,2010,14285.62,24207.13
Odisha,Ganjam,Rice,2017,17965.74,70905.17
Haryana,Sonipat,Cotton,2022,39857.69,92030.74
Kerala,Ernakulam,Banana,2019,42520.78,179337.76
Odisha,Ganjam,Maize,2012,10346.13,11528.22
Uttar Pradesh,Lucknow,Onion,2023,36324.49,59402.81
Assam,Dibrugarh,Potato,2014,8906.16,28513.28
Haryana,Sonipat,Potato,2021,28006.71,34899.04
Maharashtra,Nagpur,Onion,2022,49346.03,201808.27
Uttar Pradesh,Kanpur,Tomato,2020,11150.27,44414.09
Kerala,Ernakulam,Coffee,2021,7342.37,31059.49
Uttar Pradesh,Lucknow,Tomato,2012,23411.41,97488.02
Maharashtra,Nashik,Groundnut,2010,39308.94,50248.67
Kerala,Kozhikode,Coffee,2013,12716.39,20031.23
Himachal Pradesh,Kangra,Maize,2017,19988.06,85492.87
Assam,Nagaon,Coconut,2019,47876.47,189951.36
West Bengal,Murshidabad,Jute,2022,6544.26,21705.56
Kerala,Thrissur,Coconut,2021,29013.62,98271.88
West Bengal,Burdwan,Coconut,2012,30294.93,96907.52
Punjab,Sangrur,Potato,2012,16298.77,70086.9
Tamil Nadu,Coimbatore,Coconut,2013,43954.52,101786.38
Odisha,Puri,Maize,2020,42935.19,127540.86
West Bengal,Murshidabad,Coconut,2016,45545.51,114389.86
Andhra Pradesh,Guntur,Rice,2017,35915.42,138017.27
Odisha,Ganjam,Rice,2023,29611.53,87134.37
Karnataka,Mysore,Mango,2019,26457.8,89757.96
Tamil Nadu,Madurai,Rice,2022,21153.39,37308.1
Gujarat,Rajkot,Banana,2017,33143.24,28212.73
Odisha,Balasore,Rice,2011,15054.8,61116.56
Madhya Pradesh,Jabalpur,Chickpea,2023,23014.67,81993.47
Kerala,Ernakulam,Coffee,2017,40768.9,107455.41
Gujarat,Ahmedabad,Wheat,2017,21549.88,50219.14
Punjab,Amritsar,Potato,2018,28846.07,126995.06
Odisha,Balasore,Rice,2014,16676.58,49521.17
Maharashtra,Nashik,Tomato,2010,16960.15,35728.12
Tamil Nadu,Chennai,Mango,2020,49317.63,67460.07
Rajasthan,Kota,Chickpea,2019,22734.23,71603.06
Bihar,Nalanda,Potato,2016,4842.87,9944.21
Odisha,Puri,Jute,2013,19014.46,75371.26
Tamil Nadu,Thanjavur,Groundnut,2010,40556.2,50455.52
Gujarat,Ahmedabad,Mango,2018,42544.39,77170.65
Rajasthan,Bikaner,Groundnut,2017,30891.95,131034.55
Haryana,Hisar,Wheat,2018,11766.78,41949.76
Assam,Nagaon,Potato,2012,13872.7,15933.41
Himachal Pradesh,Kangra,Wheat,2017,20647.3,20989.37
Rajasthan,Kota,Mothbeans,2012,38156.06,123866.6
Bihar,Bhagalpur,Maize,2018,27259.64,54857.71
Rajasthan,Kota,Chickpea,2023,3173.11,8353.05
West Bengal,Hooghly,Rice,2010,33053.95,48735.39
Haryana,Ambala,Barley,2016,17931.32,64921.54
Himachal Pradesh,Shimla,Wheat,2023,41913.54,135352.9
Uttar Pradesh,Lucknow,Chickpea,2014,35427.19,45592.69
Bihar,Nalanda,Maize,2012,19581.28,58162.27
Punjab,Ludhiana,Barley,2012,38313.39,75062.24
Bihar,Gaya,Maize,2014,22693.33,33862.19
Telangana,Karimnagar,Chickpea,2010,11123.11,31415.82
Telangana,Karimnagar,Groundnut,2015,32645.67,83789.1
Bihar,Nalanda,Wheat,2012,30373.77,48956.01
Maharashtra,Pune,Rice,2013,17153.78,65238.16
Andhra Pradesh,Anantapur,Banana,2019,39419.37,147613.63
Assam,Nagaon,Potato,2018,20989.46,23013.63
Madhya Pradesh,Sagar,Groundnut,2012,11191.42,42503.74
West Bengal,Burdwan,Rice,2017,18175.6,19101.58
Odisha,Balasore,Coconut,2018,14021.75,53784.24
Karnataka,Hassan,Mango,2023,26223.2,51072.11
Tamil Nadu,Salem,Rice,2017,12063.19,51839.87
Himachal Pradesh,Kullu,Barley,2019,3570.03,7034.72
Andhra Pradesh,Krishna,Chickpea,2011,27596.16,64973.26
Assam,Dibrugarh,Jute,2017,8863.98,9518.8
Rajasthan,Bikaner,Groundnut,2023,43433.0,95205.26
Maharashtra,Aurangabad,Pomegranate,2019,46144.38,169238.71
Telangana,Nalgonda,Maize,2017,26166.02,90984.49
Madhya Pradesh,Ujjain,Groundnut,2021,17189.67,42019.0
Haryana,Rohtak,Wheat,2012,21573.45,20093.3
Gujarat,Rajkot,Mango,2014,33010.96,66882.61
Himachal Pradesh,Shimla,Apple,2013,40041.12,112505.86
Tamil Nadu,Chennai,Groundnut,2017,43571.6,180065.94
Himachal Pradesh,Shimla,Apple,2010,25744.94,27420.27
Uttar Pradesh,Varanasi,Rice,2012,18283.11,62011.7
Gujarat,Junagadh,Rice,2021,46894.45,127344.3
Uttar Pradesh,Agra,Wheat,2019,46400.98,130222.01
Gujarat,Junagadh,Onion,2018,21177.15,60625.28
Andhra Pradesh,Guntur,Rice,2010,9216.25,34381.03
Punjab,Patiala,Rice,2017,27739.07,84795.95
Gujarat,Bharuch,Banana,2020,36545.9,117569.79
Maharashtra,Nashik,Rice,2022,49114.65,200873.35
Madhya Pradesh,Jabalpur,Onion,2012,13553.81,54489.16
Uttar Pradesh,Varanasi,Chickpea,2016,16641.35,73437.95
Haryana,Ambala,Chickpea,2023,36290.3,104298.06
Punjab,Sangrur,Potato,2016,39208.2,139494.78
Karnataka,Bangalore,Cotton,2018,46092.1,131087.18
Assam,Sonitpur,Coconut,2014,9005.84,26395.89
Andhra Pradesh,Guntur,Groundnut,2020,6654.66,11344.17
Kerala,Thrissur,Rice,2023,49963.75,164229.6
Andhra Pradesh,East Godavari,Mango,2016,505.46,522.3
West Bengal,Nadia,Potato,2012,23557.38,41566.36
Maharashtra,Nashik,Groundnut,2017,43558.1,62877.01
Tamil Nadu,Chennai,Cotton,2022,24293.12,90937.54
Punjab,Amritsar,Maize,2015,40442.55,103250.35
West Bengal,Hooghly,Wheat,2015,23511.08,26029.48
Haryana,Karnal,Potato,2019,13551.35,21364.35
Gujarat,Rajkot,Rice,2012,14365.95,46551.76
Andhra Pradesh,Guntur,Groundnut,2010,971.96,2186.32
Punjab,Jalandhar,Rice,2015,42086.84,116320.42
Uttar Pradesh,Agra,Potato,2017,2921.62,11782.37
Maharashtra,Nagpur,Mango,2017,38760.37,65561.2
Assam,Dibrugarh,Coconut,2011,39956.7,80447.74
Maharashtra,Nashik,Onion,2012,46036.95,122021.36
Haryana,Hisar,Potato,2011,32047.35,27708.07
Maharashtra,Nashik,Tomato,2011,8654.8,31828.02
Odisha,Ganjam,Coconut,2020,12004.73,49094.09
Karnataka,Bangalore,Rice,2023,32489.35,72116.75
Kerala,Ernakulam,Papaya,2018,9378.3,15712.92
Karnataka,Hassan,Cotton,2023,22144.1,74303.77
Bihar,Bhagalpur,Maize,2020,9268.99,40483.57
Kerala,Ernakulam,Coffee,2014,2009.72,7764.57
Rajasthan,Udaipur,Groundnut,2018,38093.81,152622.72
Tamil Nadu,Salem,Tomato,2010,18785.33,74374.14
Maharashtra,Aurangabad,Pomegranate,2020,3691.39,16446.96
Andhra Pradesh,Kurnool,Onion,2020,951.96,3491.41
Himachal Pradesh,Kangra,Potato,2018,33409.71,83613.82
Maharashtra,Nagpur,Rice,2018,44310.94,122000.8
Maharashtra,Aurangabad,Mango,2019,1405.85,4726.46
Punjab,Patiala,Wheat,2022,48193.55,119263.38
Punjab,Amritsar,Cotton,2019,30389.26,135967.34
Maharashtra,Nagpur,Rice,2012,49656.37,59690.18
Telangana,Karimnagar,Cotton,2022,22288.46,52690.28
Madhya Pradesh,Jabalpur,Potato,2020,22585.89,75625.16
Kerala,Alappuzha,Coffee,2016,17602.62,28553.94
Kerala,Ernakulam,Banana,2013,49406.03,147192.04
Haryana,Hisar,Cotton,2016,34319.84,50908.92
Bihar,Gaya,Potato,2022,18750.37,77323.06
Andhra Pradesh,Kurnool,Banana,2015,19216.36,82831.91
Haryana,Ambala,Barley,2020,19564.01,83703.41
Gujarat,Surat,Potato,2013,44321.14,54749.51
Assam,Kamrup,Coconut,2018,37863.96,44156.2
Punjab,Jalandhar,Wheat,2016,21493.69,53970.01
West Bengal,Murshidabad,Jute,2013,33282.04,76125.66
Rajasthan,Udaipur,Mothbeans,2022,9702.44,25280.33
Punjab,Sangrur,Barley,2015,45263.21,168739.43
Karnataka,Bangalore,Coffee,2017,41666.16,134541.85
Andhra Pradesh,Krishna,Chickpea,2015,19099.94,24625.33
Maharashtra,Nagpur,Groundnut,2014,24541.17,31652.71
Rajasthan,Bikaner,Chickpea,2022,7939.43,32372.66
Uttar Pradesh,Lucknow,Lentil,2020,44484.86,90898.47
Bihar,Gaya,Onion,2022,1847.81,5538.17
Andhra Pradesh,Krishna,Groundnut,2018,20022.16,83769.27
Karnataka,Raichur,Mango,2014,31176.87,132229.6
Uttar Pradesh,Lucknow,Maize,2021,22888.69,83848.98
Rajasthan,Udaipur,Groundnut,2021,45352.19,114747.07
Odisha,Ganjam,Rice,2021,12301.72,52541.85
Kerala,Ernakulam,Coffee,2020,22022.76,85046.58
Assam,Dibrugarh,Maize,2019,40635.09,42882.94
Maharashtra,Nashik,Onion,2019,17992.52,47154.4
Haryana,Rohtak,Cotton,2018,38289.93,87370.17
Karnataka,Raichur,Tomato,2013,41967.1,103837.07
Madhya Pradesh,Sagar,Wheat,2014,9236.97,10563.31
Uttar Pradesh,Meerut,Maize,2022,31208.91,73832.38
Kerala,Alappuzha,Coffee,2010,41623.59,166121.93
Haryana,Hisar,Wheat,2016,2249.87,2447.54
Punjab,Patiala,Barley,2016,43799.0,45415.01
Madhya Pradesh,Jabalpur,Groundnut,2023,40211.04,68386.69
Karnataka,Mysore,Maize,2010,35608.84,96916.15
Assam,Kamrup,Rice,2012,19990.35,38727.8
Haryana,Hisar,Wheat,2021,16257.81,59857.94
West Bengal,Kolkata,Rice,2016,28771.27,52340.0
Odisha,Cuttack,Rice,2013,40176.34,61409.47
Karnataka,Mysore,Coconut,2012,7212.59,6803.18
West Bengal,Burdwan,Rice,2022,45606.14,185840.83
Andhra Pradesh,Anantapur,Mango,2015,39181.65,33473.4
Madhya Pradesh,Ujjain,Potato,2018,7169.63,16687.89
Rajasthan,Kota,Mothbeans,2020,21577.61,91666.65
West Bengal,Murshidabad,Rice,2021,32902.08,81944.78
Kerala,Ernakulam,Papaya,2021,8081.34,30709.85
Haryana,Rohtak,Potato,2018,31337.78,120892.13
Andhra Pradesh,Kurnool,Rice,2021,1310.2,5043.18
Gujarat,Surat,Potato,2014,15222.25,16342.03
Bihar,Patna,Banana,2014,45635.45,189571.99
Punjab,Sangrur,Cotton,2012,33440.18,126546.07
Kerala,Alappuzha,Coconut,2014,22287.41,76288.62
Tamil Nadu,Thanjavur,Tomato,2013,20628.14,73450.71
Uttar Pradesh,Varanasi,Lentil,2017,34209.48,85225.43
Kerala,Kozhikode,Coconut,2013,3831.02,3960.65
Madhya Pradesh,Bhopal,Potato,2021,14071.78,22819.93
Assam,Nagaon,Banana,2015,24287.69,77207.71
Maharashtra,Nashik,Rice,2023,11080.18,30154.15
Tamil Nadu,Madurai,Cotton,2011,17885.66,49879.81
Bihar,Bhagalpur,Potato,2015,12885.74,11959.4
Gujarat,Bharuch,Wheat,2023,9911.4,40451.56
Uttar Pradesh,Kanpur,Lentil,2021,18670.48,42107.01
Punjab,Amritsar,Wheat,2013,39423.44,60852.36
Himachal Pradesh,Kullu,Apple,2021,34208.38,147599.66
Odisha,Puri,Maize,2017,5625.63,12729.61
Madhya Pradesh,Sagar,Wheat,2022,44487.73,166374.17
West Bengal,Hooghly,Coconut,2010,12174.23,10831.85
Madhya Pradesh,Ujjain,Wheat,2015,31597.11,40112.69
Rajasthan,Kota,Groundnut,2016,35346.43,119845.6
West Bengal,Hooghly,Banana,2023,6252.09,6163.79
Himachal Pradesh,Kullu,Wheat,2013,15304.51,34178.67
Andhra Pradesh,Kurnool,Cotton,2018,7813.55,28102.22
Gujarat,Surat,Banana,2016,46289.69,41035.7
Telangana,Hyderabad,Maize,2016,6076.33,15388.6
Gujarat,Ahmedabad,Rice,2014,40328.28,118563.9
Haryana,Sonipat,Rice,2021,33281.73,40250.28
Haryana,Ambala,Chickpea,2021,18778.81,53081.62
Bihar,Patna,Wheat,2017,39792.15,100727.68
Maharashtra,Kolhapur,Onion,2011,3980.67,16288.62
Tamil Nadu,Salem,Banana,2014,4352.32,17918.62
Odisha,Cuttack,Maize,2013,8239.33,8078.54
West Bengal,Hooghly,Potato,2022,14916.8,64442.5
Andhra Pradesh,Guntur,Mango,2019,41360.31,169494.68
Odisha,Puri,Maize,2010,38976.29,133594.5
Punjab,Patiala,Cotton,2016,39628.63,96700.2
Punjab,Patiala,Barley,2010,20009.48,28068.1
Kerala,Kozhikode,Coconut,2020,13998.11,21987.57
Uttar Pradesh,Agra,Maize,2010,14571.74,25877.38
Odisha,Ganjam,Jute,2012,14592.62,47381.2
Assam,Nagaon,Potato,2023,20625.98,76177.52
Punjab,Jalandhar,Barley,2017,15873.88,45890.63
Telangana,Hyderabad,Groundnut,2017,26813.3,117412.34
West Bengal,Burdwan,Coconut,2021,13994.37,58188.51
Madhya Pradesh,Bhopal,Lentil,2015,25518.55,22173.7
Karnataka,Raichur,Rice,2016,48519.43,211212.42
Kerala,Ernakulam,Rice,2013,34258.38,141565.77
Telangana,Nalgonda,Cotton,2016,3000.59,7113.08
Haryana,Karnal,Sunflower,2021,3484.73,6333.05
Himachal Pradesh,Shimla,Barley,2023,47337.19,52360.42
Rajasthan,Jaipur,Wheat,2017,42121.82,156200.07
Punjab,Amritsar,Potato,2023,33104.86,140028.72
Madhya Pradesh,Indore,Cotton,2013,31159.05,49507.96
Himachal Pradesh,Kangra,Apple,2018,26214.31,37089.85
Karnataka,Hassan,Groundnut,2013,26529.94,88121.21
Rajasthan,Kota,Chickpea,2011,19673.68,16241.23
Uttar Pradesh,Kanpur,Rice,2020,21671.65,21089.33
Rajasthan,Kota,Barley,2012,47177.25,155174.53
Madhya Pradesh,Ujjain,Lentil,2016,10422.55,34892.22
Assam,Kamrup,Rice,2014,42739.37,118776.09
Kerala,Alappuzha,Coffee,2022,41124.06,120580.62
Punjab,Jalandhar,Maize,2013,30699.2,135085.01
Madhya Pradesh,Indore,Onion,2014,44312.32,51993.97
Assam,Sonitpur,Rice,2017,6465.83,12386.11
Karnataka,Mysore,Cotton,2022,21861.71,80061.87
West Bengal,Nadia,Banana,2017,2072.92,6657.93
Karnataka,Hassan,Groundnut,2015,19373.14,39156.48
Gujarat,Bharuch,Mango,2015,46918.13,150722.25
Bihar,Muzaffarpur,Onion,2012,10385.16,19324.52
Karnataka,Bangalore,Cotton,2021,1470.38,5072.52
Maharashtra,Kolhapur,Pomegranate,2021,47349.3,56069.16
Madhya Pradesh,Sagar,Groundnut,2020,7703.69,28932.79
Maharashtra,Aurangabad,Cotton,2022,5724.68,5642.5
Andhra Pradesh,Krishna,Maize,2014,23138.68,75359.9
Telangana,Hyderabad,Chickpea,2022,1217.19,4938.56
Odisha,Ganjam,Groundnut,2021,7574.78,29417.28
Maharashtra,Aurangabad,Groundnut,2018,8642.84,35544.29
Madhya Pradesh,Indore,Chickpea,2013,8201.92,12430.59
West Bengal,Kolkata,Coconut,2023,22451.35,52164.94
Andhra Pradesh,Kurnool,Rice,2014,19959.43,78723.37
Odisha,Ganjam,Jute,2019,29826.96,68144.16
Telangana,Warangal,Groundnut,2019,33306.35,137162.37
Bihar,Nalanda,Potato,2021,13903.48,29065.11
Tamil Nadu,Coimbatore,Groundnut,2019,517.05,527.82
Uttar Pradesh,Kanpur,Onion,2011,19749.88,28460.06
Haryana,Rohtak,Barley,2019,26392.13,90049.4
Odisha,Balasore,Jute,2018,10533.6,15035.85
Punjab,Sangrur,Cotton,2023,23260.84,81020.02
Madhya Pradesh,Ujjain,Onion,2021,13211.75,35210.43
Uttar Pradesh,Varanasi,Rice,2022,37775.33,83143.9
Gujarat,Surat,Cotton,2020,8211.26,14757.06
Tamil Nadu,Salem,Coconut,2023,42211.88,75132.96
Gujarat,Surat,Groundnut,2015,4513.36,15306.39
Assam,Sonitpur,Potato,2019,16788.53,29900.57
Rajasthan,Jaipur,Barley,2010,43462.2,143112.62
Karnataka,Raichur,Rice,2010,37797.82,167841.02
Andhra Pradesh,Anantapur,Maize,2018,19634.23,78845.75
Tamil Nadu,Chennai,Coconut,2020,21088.88,39293.46
Kerala,Kozhikode,Banana,2022,44071.88,169595.56
Madhya Pradesh,Sagar,Onion,2017,22463.75,85678.36
Punjab,Amritsar,Potato,2019,36033.27,47922.16
Rajasthan,Bikaner,Groundnut,2014,18900.91,70373.46
Haryana,Karnal,Chickpea,2018,12949.3,48811.97
Odisha,Puri,Rice,2015,24699.99,43093.1
Karnataka,Belgaum,Cotton,2019,28135.84,96411.09
Gujarat,Rajkot,Potato,2017,39236.84,124848.46
Himachal Pradesh,Kangra,Apple,2017,49028.73,179595.78
Gujarat,Bharuch,Groundnut,2022,14916.84,19841.6
Andhra Pradesh,Kurnool,Cotton,2015,44350.22,148249.29
Karnataka,Mysore,Tomato,2022,22238.35,40422.57
Andhra Pradesh,Guntur,Groundnut,2017,41122.56,156635.24
Maharashtra,Nashik,Wheat,2016,6268.93,22946.55
Madhya Pradesh,Ujjain,Onion,2011,24474.15,20500.6
Uttar Pradesh,Varanasi,Maize,2013,19551.82,87953.63
Haryana,Sonipat,Wheat,2011,11477.42,22003.86
Maharashtra,Nashik,Onion,2020,18924.94,24714.94
Himachal Pradesh,Mandi,Maize,2015,3534.54,8486.74
Madhya Pradesh,Jabalpur,Wheat,2012,43863.13,49621.57
Punjab,Amritsar,Rice,2022,20569.19,90176.05
Rajasthan,Udaipur,Mungbean,2019,2096.63,2055.9
Bihar,Muzaffarpur,Lentil,2017,12415.39,24812.2
Punjab,Patiala,Sunflower,2017,35620.0,37498.65
Madhya Pradesh,Bhopal,Lentil,2010,37033.01,163629.57
Haryana,Hisar,Sunflower,2023,11974.89,14499.71
Assam,Nagaon,Banana,2010,16717.71,32463.21
Maharashtra,Nagpur,Tomato,2019,22196.04,64020.61
Madhya Pradesh,Jabalpur,Potato,2023,26975.26,60207.32
Karnataka,Mysore,Maize,2019,33212.86,109688.6
Karnataka,Belgaum,Tomato,2023,33074.07,53860.86
Himachal Pradesh,Kangra,Potato,2019,34901.46,31073.13
West Bengal,Nadia,Rice,2014,40953.39,167316.36
Andhra Pradesh,Krishna,Cotton,2013,11609.72,25145.53
Assam,Kamrup,Jute,2011,35728.2,137855.85
West Bengal,Nadia,Banana,2010,15833.12,30965.48
Maharashtra,Kolhapur,Pomegranate,2013,41715.81,170851.48
Odisha,Puri,Groundnut,2010,8364.51,24843.13
West Bengal,Burdwan,Wheat,2020,49517.19,132026.3
Assam,Sonitpur,Maize,2018,35350.83,153936.1
Rajasthan,Udaipur,Wheat,2015,22480.37,61557.56
Odisha,Cuttack,Groundnut,2022,48280.26,65742.27
West Bengal,Burdwan,Wheat,2013,1629.21,6508.58
Telangana,Karimnagar,Cotton,2015,28395.06,38210.02
Karnataka,Hassan,Coconut,2014,28843.25,27622.29
Assam,Sonitpur,Coconut,2022,16472.83,43282.16
Gujarat,Junagadh,Cotton,2017,12846.09,56912.88
Haryana,Hisar,Potato,2016,11133.96,46263.83
Uttar Pradesh,Kanpur,Rice,2014,48350.55,89246.58
West Bengal,Murshidabad,Banana,2020,33535.24,141524.8
Tamil Nadu,Madurai,Tomato,2020,42182.1,94471.71
Himachal Pradesh,Mandi,Apple,2023,49921.64,146779.61
Punjab,Patiala,Cotton,2015,33273.39,45613.42
Haryana,Hisar,Sunflower,2010,1485.12,6269.22
Assam,Kamrup,Banana,2013,36705.39,66393.61
Tamil Nadu,Coimbatore,Coconut,2021,27972.62,105368.77
Rajasthan,Bikaner,Mungbean,2015,21076.23,58343.57
Andhra Pradesh,Kurnool,Cotton,2012,25130.49,69074.31
Punjab,Patiala,Cotton,2018,34469.0,35233.91
West Bengal,Kolkata,Banana,2013,23627.93,47018.62
Himachal Pradesh,Kangra,Barley,2010,40272.23,50418.9
Karnataka,Hassan,Mango,2010,42437.16,93790.29
Tamil Nadu,Madurai,Mango,2023,22387.53,46524.98
Odisha,Puri,Maize,2021,47425.09,138169.62
Telangana,Karimnagar,Cotton,2013,8737.69,17514.64
Maharashtra,Nagpur,Tomato,2017,4805.88,13731.69
Uttar Pradesh,Varanasi,Lentil,2023,3847.93,7721.14
Bihar,Gaya,Banana,2013,1770.65,3029.64
Madhya Pradesh,Ujjain,Lentil,2023,1543.06,4708.12
Bihar,Gaya,Maize,2011,41310.32,140447.52
Andhra Pradesh,Krishna,Cotton,2022,44758.5,69614.27
Haryana,Rohtak,Barley,2013,18179.2,24800.75
West Bengal,Kolkata,Potato,2021,12997.94,29592.05
Bihar,Muzaffarpur,Maize,2015,35349.64,46588.21
Andhra Pradesh,East Godavari,Groundnut,2019,32829.32,145325.34
Kerala,Thrissur,Papaya,2017,39263.68,50682.7
Punjab,Patiala,Wheat,2019,18775.59,38253.73
Haryana,Ambala,Chickpea,2017,2326.49,9458.67
Telangana,Karimnagar,Maize,2023,13583.18,13862.13
West Bengal,Murshidabad,Wheat,2023,8481.38,13414.72
Kerala,Ernakulam,Coconut,2011,26876.48,22570.01
Uttar Pradesh,Agra,Onion,2020,25151.01,77412.41
Karnataka,Mysore,Groundnut,2019,5856.91,16337.31
Telangana,Warangal,Groundnut,2012,33127.04,131421.98
Tamil Nadu,Salem,Rice,2010,27591.42,57509.22
Rajasthan,Kota,Barley,2020,30890.9,25649.99
Telangana,Warangal,Rice,2020,25738.18,111939.98
Tamil Nadu,Thanjavur,Mango,2022,19713.54,36644.47
West Bengal,Hooghly,Jute,2010,26474.62,26008.02
Madhya Pradesh,Bhopal,Cotton,2012,26102.57,40988.45
Assam,Kamrup,Banana,2016,36191.66,79761.0
Maharashtra,Aurangabad,Tomato,2014,33721.67,117253.87
Rajasthan,Bikaner,Chickpea,2020,48320.8,79238.81
Madhya Pradesh,Sagar,Groundnut,2019,20765.28,63774.61
Telangana,Karimnagar,Chickpea,2013,25331.53,35788.25
Maharashtra,Kolhapur,Groundnut,2019,3559.85,7061.57
Maharashtra,Kolhapur,Onion,2013,16210.83,71233.56
Assam,Nagaon,Potato,2022,49231.05,145001.72
Uttar Pradesh,Kanpur,Onion,2015,11763.8,20916.88
Himachal Pradesh,Kangra,Apple,2015,20043.97,65351.96
Rajasthan,Jaipur,Wheat,2011,38802.53,87852.73
Tamil Nadu,Salem,Groundnut,2014,40170.81,81556.69
Telangana,Hyderabad,Cotton,2014,45442.17,75801.13
Andhra Pradesh,Krishna,Onion,2015,27678.12,47596.22
Karnataka,Raichur,Rice,2022,37557.35,130805.25
Uttar Pradesh,Lucknow,Wheat,2020,31749.54,107989.05
Rajasthan,Kota,Wheat,2019,7813.42,14493.63
Andhra Pradesh,Krishna,Maize,2021,6999.97,26921.17
Assam,Sonitpur,Potato,2021,17841.9,19962.62
Gujarat,Rajkot,Potato,2021,29468.5,113093.52
West Bengal,Murshidabad,Potato,2017,11339.43,33735.58
Bihar,Gaya,Rice,2021,17528.51,40103.17
Uttar Pradesh,Lucknow,Chickpea,2018,34358.76,133256.34
Punjab,Sangrur,Sunflower,2012,38434.22,83191.3
Telangana,Karimnagar,Mango,2022,19676.43,58977.36
Andhra Pradesh,Anantapur,Rice,2018,1901.42,6239.24
Odisha,Balasore,Maize,2016,28349.71,95612.8
West Bengal,Hooghly,Banana,2016,44222.37,195214.38
Punjab,Amritsar,Rice,2020,31298.83,127266.96
Haryana,Ambala,Cotton,2014,27248.01,54670.26
Bihar,Gaya,Potato,2011,31520.48,72828.72
Telangana,Hyderabad,Rice,2021,18389.23,76346.75
Maharashtra,Nagpur,Wheat,2010,21777.93,65601.49
Telangana,Karimnagar,Mango,2012,38548.07,132630.97
Maharashtra,Aurangabad,Groundnut,2022,44459.42,175804.46
Uttar Pradesh,Kanpur,Chickpea,2013,5802.07,20961.61
Karnataka,Hassan,Maize,2017,15485.09,53374.13
Gujarat,Bharuch,Rice,2019,36511.35,148031.99
Telangana,Hyderabad,Chickpea,2018,7703.71,19873.08
Bihar,Gaya,Potato,2020,49957.29,94514.45
Telangana,Nalgonda,Rice,2015,49992.04,171422.3
Assam,Kamrup,Potato,2020,45794.48,135276.13
Haryana,Karnal,Chickpea,2020,14847.96,15739.17
Karnataka,Raichur,Groundnut,2020,30134.48,104835.57
West Bengal,Nadia,Banana,2022,8378.14,11524.84
Uttar Pradesh,Lucknow,Chickpea,2010,35321.16,78708.85
Himachal Pradesh,Kangra,Barley,2014,22844.24,28862.91
Maharashtra,Kolhapur,Pomegranate,2014,14857.19,34064.61
Haryana,Hisar,Sunflower,2022,44430.2,141977.64
Uttar Pradesh,Kanpur,Potato,2012,36968.09,48569.68
Rajasthan,Kota,Groundnut,2019,38318.07,120383.03
Assam,Kamrup,Potato,2016,44767.9,163937.65
Gujarat,Surat,Potato,2020,41220.36,139371.67
Maharashtra,Nagpur,Tomato,2012,28938.25,128193.64
Uttar Pradesh,Meerut,Lentil,2019,16886.51,44473.32
Karnataka,Raichur,Mango,2011,47565.11,186309.77
Haryana,Karnal,Chickpea,2011,24700.69,60218.01
Telangana,Karimnagar,Maize,2015,11953.68,26822.11
Assam,Sonitpur,Maize,2014,31705.65,107001.4
Rajasthan,Jodhpur,Wheat,2023,27664.24,63183.75
Tamil Nadu,Chennai,Rice,2016,39534.67,135648.5
Karnataka,Hassan,Coconut,2016,27051.97,86601.99
Assam,Nagaon,Potato,2013,27140.83,119490.75
Kerala,Kozhikode,Papaya,2019,25722.04,110604.8
Odisha,Balasore,Groundnut,2011,29874.96,98100.39
Bihar,Bhagalpur,Rice,2011,44804.69,90921.43
Maharashtra,Nagpur,Rice,2011,20698.34,76341.91
Bihar,Nalanda,Onion,2023,20236.36,79023.17
Bihar,Gaya,Banana,2023,39696.41,95351.63
Uttar Pradesh,Meerut,Potato,2020,17444.65,36183.46
Gujarat,Bharuch,Potato,2018,6657.97,17487.24
Assam,Kamrup,Rice,2020,6540.41,15232.55
Rajasthan,Kota,Mothbeans,2013,16356.23,46231.46
Bihar,Nalanda,Rice,2016,1456.69,2387.04
Madhya Pradesh,Indore,Onion,2019,16888.2,51191.13
Bihar,Nalanda,Lentil,2018,13837.16,15862.21
Uttar Pradesh,Varanasi,Chickpea,2023,14400.22,43459.56
Uttar Pradesh,Lucknow,Lentil,2022,49011.66,64514.29
